Depth (m),Temperature ( C),Salinity (PSU),Density (kg/m^3),PAR/Irradiance (uE/m^2/s,Fluorescence (mg/m^3),Turbidity (NTU),Beam (1/m),Oxygen (umol/kg),Oxygen (%sat)
56.382,9.0326,32.3129,25.0105,5.8116e-02,0.1717,0.0005,6.4747,224.258,78.4283
56.679,9.0158,32.3157,25.0152,5.3399e-02,0.1877,0.0006,6.4768,224.211,78.3842
57.02,9.0033,32.3099,25.0126,4.5930e-02,0.1847,0.0006,6.4799,223.827,78.22526
57.421,8.986,32.3221,25.0249,4.3044e-02,0.1755,0.0005,6.4918,223.095,77.94647
57.871,8.9668,32.3183,25.0249,3.6232e-02,0.1755,0.0005,6.4972,222.504,77.70478
58.332,8.9713,32.3141,25.0209,3.0153e-02,0.1755,0.0006,6.5104,221.791,77.46123
58.719,8.968,32.3254,25.0303,2.5735e-02,0.1755,0.0006,6.5183,221.238,77.2686
59.05,8.952,32.3285,25.0352,1.6209e-02,0.1435,0.0006,6.5315,220.779,77.08287
59.442,8.9434,32.3316,25.0389,1.7218e-02,0.1427,0.0006,6.5326,220.079,76.82586
59.936,8.9406,32.3378,25.0442,9.0761e-03,0.1603,0.0006,6.5326,219.496,76.62108
60.393,8.9235,32.3445,25.0521,4.9522e-03,0.1633,0.0006,6.5333,219.273,76.51772
60.699,8.9134,32.3442,25.0534,3.5964e-03,0.1481,0.0007,6.5359,219.239,76.48883
61.007,8.9113,32.3436,25.0533,6.0752e-03,0.1427,0.0007,6.5409,219.262,76.49279
61.469,8.9139,32.3416,25.0513,1.8456e-03,0.1496,0.0006,6.5428,218.973,76.39542
61.989,8.9171,32.3503,25.0577,7.4620e-06,0.1549,0.0006,6.5435,218.613,76.27979
62.436,8.877,32.3665,25.0765,7.4620e-06,0.1496,0.0006,6.5454,218.829,76.29647
62.712,8.847,32.3601,25.0761,7.4620e-06,0.1427,0.0007,6.5459,219.211,76.37559
62.92,8.8327,32.3569,25.0758,1.0000e-12,0.1427,0.0007,6.5479,219.694,76.51787
63.246,8.8066,32.3596,25.0819,1.0000e-12,0.1427,0.0006,6.5464,220.018,76.58801
63.711,8.7923,32.3535,25.0793,1.0000e-12,0.145,0.0006,6.545,220.017,76.56011
64.174,8.7689,32.361,25.0887,7.4620e-06,0.1549,0.0007,6.5529,219.749,76.43117
64.521,8.7454,32.3583,25.0902,1.0000e-12,0.1527,0.0007,6.5574,219.614,76.34306
64.771,8.73,32.359,25.0931,1.0000e-12,0.1305,0.0007,6.5698,219.744,76.36234
65.128,8.7045,32.3678,25.1039,1.0000e-12,0.1305,0.0007,6.5722,219.763,76.33069
65.606,8.6531,32.3769,25.1188,1.0000e-12,0.1427,0.0007,6.5742,219.899,76.29598
66.094,8.5475,32.4071,25.1584,1.0000e-12,0.1427,0.0007,6.5847,220.214,76.24295
66.486,8.4271,32.3869,25.1605,1.0000e-12,0.1527,0.0009,6.5888,220.868,76.25346
66.816,8.4035,32.3877,25.1647,1.0000e-12,0.1549,0.0009,6.6017,220.996,76.25789
67.207,8.3446,32.3941,25.1784,1.0000e-12,0.1549,0.0009,6.6128,221.097,76.19613
67.658,8.3248,32.3877,25.1764,1.0000e-12,0.1549,0.001,6.6252,220.826,76.06546
68.099,8.3125,32.387,25.1777,1.0000e-12,0.1549,0.001,6.6467,220.288,75.85873
68.475,8.2761,32.3944,25.1888,1.0000e-12,0.1549,0.001,6.6563,219.866,75.6562
68.816,8.2415,32.3966,25.1957,1.0000e-12,0.1549,0.001,6.6845,219.447,75.45447
69.207,8.2254,32.3945,25.1963,1.0000e-12,0.1549,0.001,6.6909,218.857,75.2236
69.661,8.2123,32.3949,25.1986,1.0000e-12,0.1504,0.0011,6.699,218.257,74.99538
70.087,8.1961,32.397,25.2026,1.0000e-12,0.1435,0.0012,6.7237,217.55,74.72655
70.465,8.1825,32.3935,25.2019,1.0000e-12,0.1427,0.0012,6.7341,217.064,74.53522
70.866,8.174,32.3957,25.2048,1.0000e-12,0.1427,0.0012,6.7573,216.675,74.38852
71.298,8.1202,32.4167,25.2291,1.0000e-12,0.1427,0.0012,6.7612,216.515,74.25519
71.666,8.0892,32.4136,25.2312,1.0000e-12,0.1427,0.0013,6.7673,216.155,74.07864
71.994,8.0685,32.4226,25.2412,1.0000e-12,0.1427,0.0013,6.7736,215.667,73.88223
72.43,8.0467,32.4348,25.254,1.0000e-12,0.1427,0.0013,6.7756,215.399,73.76051
72.992,8.0285,32.445,25.2647,1.0000e-12,0.1427,0.0013,6.7944,215.064,73.62136
73.496,7.9875,32.48,25.298,1.0000e-12,0.1534,0.0014,6.8061,215.044,73.56544
73.819,7.958,32.4747,25.2982,1.0000e-12,0.1549,0.0014,6.8279,214.992,73.49621
74.095,7.9244,32.4905,25.3154,1.0000e-12,0.161,0.0014,6.8384,215.235,73.53187
74.51,7.7142,32.5722,25.4095,1.0000e-12,0.1633,0.0014,6.8445,216.095,73.52063
75.04,7.646,32.5378,25.3921,1.0000e-12,0.1427,0.0016,6.8615,216.372,73.48309
75.565,7.6388,32.5334,25.3896,1.0000e-12,0.1305,0.0017,6.8883,216.212,73.41454
75.97,7.6327,32.5328,25.39,1.0000e-12,0.1305,0.0017,6.9592,215.823,73.2717
76.237,7.6318,32.5296,25.3876,1.0000e-12,0.1305,0.0017,6.9865,215.721,73.23393
76.558,7.6312,32.528,25.3864,1.0000e-12,0.1259,0.0016,7.0043,215.662,73.2119
77.039,7.6312,32.5253,25.3844,1.0000e-12,0.1183,0.0014,6.9826,215.211,73.05773
77.589,7.6206,32.5287,25.3885,1.0000e-12,0.1176,0.0015,6.9754,214.627,72.84359
78.071,7.5958,32.5371,25.3986,1.0000e-12,0.1176,0.0017,6.9601,214.142,72.64258
78.421,7.5607,32.5454,25.41,1.0000e-12,0.1168,0.0016,6.9558,214.084,72.56969
78.73,7.5044,32.554,25.4246,1.0000e-12,0.1053,0.0015,6.952,214.444,72.60375
79.033,7.4858,32.552,25.4256,1.0000e-12,0.1053,0.0015,6.9366,214.332,72.53413
79.337,7.456,32.5611,25.437,1.0000e-12,0.1176,0.0014,6.932,214.107,72.41376
79.604,7.4173,32.5604,25.4418,1.0000e-12,0.1183,0.0014,6.9201,213.864,72.26761
79.824,7.4009,32.5605,25.444,1.0000e-12,0.1282,0.0015,6.9301,213.695,72.18371
80.089,7.3897,32.5631,25.4477,1.0000e-12,0.1305,0.0016,6.9399,213.815,72.2073
80.425,7.3896,32.5651,25.4492,1.0000e-12,0.1298,0.0017,6.9594,213.747,72.18524
80.713,7.3885,32.5668,25.4508,1.0000e-12,0.1305,0.0017,6.9718,213.536,72.11315
80.855,7.3869,32.5674,25.4515,1.0000e-12,0.1229,0.0017,7.03,213.373,72.05568
80.964,7.3875,32.5658,25.4501,1.0000e-12,0.1183,0.0017,7.0692,213.211,72.00128
81.162,7.3875,32.5652,25.4497,1.0000e-12,0.1237,0.0016,7.1172,213.124,71.97166
81.416,7.3876,32.565,25.4495,1.0000e-12,0.1305,0.0015,7.1227,213.049,71.94615
81.647,7.3838,32.5667,25.4514,1.0000e-12,0.1259,0.0016,7.1261,212.774,71.84788
81.844,7.3777,32.567,25.4524,1.0000e-12,0.1176,0.0017,7.1414,212.519,71.75208
82.041,7.3764,32.5666,25.4523,1.0000e-12,0.1229,0.0017,7.1477,212.067,71.59734
82.249,7.3685,32.5679,25.4544,1.0000e-12,0.1427,0.0016,7.1569,211.783,71.489
82.463,7.3655,32.5652,25.4527,1.0000e-12,0.1412,0.0016,7.1711,211.508,71.39013
82.676,7.3571,32.5667,25.455,1.0000e-12,0.1298,0.0017,7.1769,211.528,71.38395
82.933,7.3531,32.5643,25.4537,1.0000e-12,0.1298,0.0017,7.1914,211.887,71.49731
83.233,7.3383,32.5678,25.4584,1.0000e-12,0.1298,0.0018,7.195,212.183,71.57492
83.512,7.3367,32.5622,25.4543,1.0000e-12,0.1305,0.0018,7.2009,212.243,71.58951
83.729,7.334,32.5632,25.4554,1.0000e-12,0.1412,0.002,7.2144,212.148,71.55364
83.907,7.3339,32.5616,25.4542,1.0000e-12,0.1427,0.0021,7.2211,212.047,71.51872
84.037,7.3311,32.5627,25.4555,1.0000e-12,0.1328,0.0018,7.2471,212.283,71.59406
84.174,7.3248,32.5635,25.457,1.0000e-12,0.1298,0.0017,7.251,212.299,71.58978
84.394,7.3178,32.5616,25.4564,1.0000e-12,0.1298,0.0017,7.2593,212.276,71.56979
84.661,7.3178,32.5604,25.4555,1.0000e-12,0.1298,0.0018,7.2624,212.125,71.51827
84.896,7.3152,32.5619,25.457,1.0000e-12,0.1237,0.0019,7.2638,212.022,71.47979
85.075,7.3118,32.5613,25.457,1.0000e-12,0.1176,0.002,7.2758,212.101,71.50071
85.209,7.3137,32.5604,25.456,1.0000e-12,0.1259,0.0019,7.2815,212.067,71.49175
85.368,7.3116,32.5612,25.4569,1.0000e-12,0.142,0.0018,7.2956,211.746,71.38056
85.594,7.3104,32.5606,25.4566,1.0000e-12,0.1397,0.0018,7.2964,211.544,71.31033
85.863,7.3085,32.5606,25.4569,1.0000e-12,0.1298,0.0018,7.2968,211.373,71.24952
86.164,7.3022,32.5632,25.4598,1.0000e-12,0.1321,0.0019,7.3053,211.108,71.15152
86.447,7.2917,32.5641,25.462,1.0000e-12,0.1549,0.0022,7.3085,211.005,71.10036
86.646,7.2889,32.5635,25.4619,1.0000e-12,0.1542,0.0022,7.3149,210.913,71.06455
86.814,7.2848,32.564,25.4628,1.0000e-12,0.1305,0.0021,7.3185,210.852,71.0373
87.028,7.2808,32.5639,25.4633,1.0000e-12,0.1298,0.0021,7.3213,210.968,71.06993
87.257,7.281,32.5627,25.4624,1.0000e-12,0.1298,0.0018,7.3205,210.979,71.07331
87.471,7.281,32.5628,25.4624,1.0000e-12,0.1298,0.0018,7.3208,211,71.08041
87.657,7.2816,32.5617,25.4615,1.0000e-12,0.1298,0.0018,7.3221,210.889,71.04363
87.835,7.2775,32.5636,25.4635,1.0000e-12,0.1298,0.0018,7.3247,210.689,70.97035
88.034,7.2674,32.569,25.4692,1.0000e-12,0.1374,0.0018,7.328,210.653,70.9448
88.289,7.2358,32.5736,25.4771,1.0000e-12,0.142,0.0018,7.3266,210.9,70.97929
88.534,7.2293,32.5697,25.4749,1.0000e-12,0.1481,0.0019,7.3266,210.991,70.9975
88.706,7.2285,32.5687,25.4742,1.0000e-12,0.1542,0.002,7.3295,211.129,71.04187
88.857,7.2274,32.5686,25.4743,1.0000e-12,0.1504,0.0019,7.325,211.002,70.99721
89.091,7.2179,32.5735,25.4795,1.0000e-12,0.142,0.0018,7.3183,210.812,70.92055
89.398,7.2046,32.5774,25.4843,1.0000e-12,0.1427,0.0018,7.3237,210.735,70.87527
89.672,7.1897,32.5816,25.4896,1.0000e-12,0.142,0.002,7.3253,210.809,70.87814
89.848,7.183,32.584,25.4925,1.0000e-12,0.1397,0.002,7.3279,210.957,70.91845
90.003,7.1852,32.584,25.4922,1.0000e-12,0.1176,0.0019,7.3252,210.951,70.92003
90.275,7.1882,32.5839,25.4917,1.0000e-12,0.1176,0.0019,7.32,210.792,70.87134
90.63,7.1913,32.5826,25.4902,1.0000e-12,0.142,0.0019,7.3199,210.466,70.76622
90.908,7.1918,32.5854,25.4924,1.0000e-12,0.1427,0.0019,7.3199,210.278,70.70521
91.128,7.1935,32.5831,25.4904,1.0000e-12,0.1321,0.0023,7.3482,210.187,70.67601
91.408,7.1965,32.5844,25.491,1.0000e-12,0.1298,0.0023,7.3482,210.255,70.70459
91.714,7.1958,32.5838,25.4906,1.0000e-12,0.1389,0.0022,7.3472,210.395,70.75006
91.985,7.1983,32.5841,25.4905,1.0000e-12,0.1427,0.0021,7.3295,210.46,70.77629
92.25,7.1978,32.585,25.4913,1.0000e-12,0.1427,0.0022,7.3181,210.554,70.80767
92.529,7.192,32.5864,25.4932,1.0000e-12,0.1427,0.0022,7.3114,210.67,70.83772
92.813,7.1905,32.5847,25.492,1.0000e-12,0.1366,0.0021,7.3056,210.879,70.90489
93.109,7.1921,32.5839,25.4912,1.0000e-12,0.1305,0.0021,7.2894,210.939,70.92706
93.395,7.1965,32.5852,25.4916,1.0000e-12,0.1298,0.0021,7.2807,211.044,70.97035
93.635,7.192,32.5888,25.4951,1.0000e-12,0.1298,0.0021,7.2734,211.202,71.01789
93.837,7.1849,32.5893,25.4964,1.0000e-12,0.1328,0.0021,7.2714,211.321,71.04661
94.062,7.182,32.5919,25.4989,1.0000e-12,0.142,0.002,7.2712,211.516,71.10905
94.356,7.1675,32.5957,25.5038,1.0000e-12,0.1404,0.002,7.2713,211.605,71.11737
94.682,7.1526,32.5994,25.5088,1.0000e-12,0.1298,0.002,7.2694,211.62,71.10025
94.969,7.1116,32.612,25.5242,1.0000e-12,0.1298,0.002,7.2662,211.897,71.13313
95.202,7.0868,32.6017,25.5194,1.0000e-12,0.1053,0.0022,7.2878,211.979,71.11503
95.457,7.0885,32.6104,25.5261,1.0000e-12,0.1046,0.0022,7.2922,212.063,71.15043
95.761,7.0655,32.6242,25.54,1.0000e-12,0.116,0.0022,7.2948,212.223,71.17389
96.04,7.0266,32.6285,25.5486,1.0000e-12,0.1176,0.0022,7.2951,212.251,71.12248
96.252,7.0138,32.6242,25.5469,1.0000e-12,0.1443,0.0023,7.2946,212.187,71.07777
96.485,6.9744,32.6388,25.5637,1.0000e-12,0.1542,0.0023,7.3282,212.126,71.00102
96.792,6.9504,32.6309,25.5607,1.0000e-12,0.1473,0.0023,7.3409,212.149,70.96539
97.12,6.9417,32.6288,25.5602,1.0000e-12,0.1427,0.0024,7.372,212.238,70.97998
97.378,6.9378,32.6257,25.5583,1.0000e-12,0.1427,0.0025,7.4051,212.142,70.93995
97.545,6.9378,32.624,25.5569,1.0000e-12,0.1427,0.0028,7.4485,211.936,70.87025
97.7,6.9359,32.6234,25.5567,1.0000e-12,0.1427,0.0026,7.4892,211.632,70.76521
97.934,6.9362,32.6223,25.5558,1.0000e-12,0.1427,0.0022,7.5051,211.277,70.6464
98.261,6.919,32.6294,25.5637,1.0000e-12,0.145,0.0023,7.528,210.976,70.52172
98.6,6.9058,32.6235,25.5608,1.0000e-12,0.1542,0.0026,7.5422,210.707,70.40729
98.877,6.906,32.621,25.5588,1.0000e-12,0.1527,0.0027,7.5673,210.262,70.25746
99.125,6.9002,32.6234,25.5615,1.0000e-12,0.142,0.0028,7.5988,209.885,70.12335
99.375,6.8923,32.6234,25.5625,1.0000e-12,0.142,0.0028,7.6126,209.443,69.96311
99.627,6.886,32.6228,25.5629,1.0000e-12,0.1542,0.003,7.6382,209.154,69.85617
99.906,6.8843,32.6219,25.5624,1.0000e-12,0.1542,0.003,7.65,208.945,69.78322
100.254,6.8797,32.6228,25.5637,1.0000e-12,0.161,0.003,7.6736,208.622,69.6683
100.631,6.8787,32.621,25.5624,1.0000e-12,0.1626,0.0031,7.6907,208.327,69.56757
100.915,6.879,32.6203,25.5618,1.0000e-12,0.1626,0.0033,7.6997,207.845,69.4066
101.082,6.8787,32.6204,25.562,1.0000e-12,0.1626,0.0034,7.7685,207.614,69.32898
101.247,6.8739,32.6211,25.5631,1.0000e-12,0.1633,0.003,7.7783,207.439,69.26337
101.508,6.873,32.6214,25.5635,1.0000e-12,0.1633,0.0028,7.7964,207.319,69.2221
101.797,6.8673,32.6214,25.5642,1.0000e-12,0.1633,0.0029,7.7915,207.271,69.19695
102.016,6.8645,32.6213,25.5646,1.0000e-12,0.1633,0.003,7.7873,207.065,69.12353
102.202,6.8644,32.6207,25.5641,1.0000e-12,0.1633,0.003,7.7973,206.983,69.09592
102.361,6.8653,32.6203,25.5637,1.0000e-12,0.1633,0.0029,7.8022,206.793,69.03353
102.473,6.8639,32.6207,25.5641,1.0000e-12,0.1633,0.0028,7.8151,206.79,69.03049
102.563,6.8623,32.6212,25.5648,1.0000e-12,0.1633,0.0025,7.8173,206.812,69.03551
102.669,6.8611,32.621,25.5648,1.0000e-12,0.1641,0.0026,7.8188,206.851,69.04669
102.822,6.8634,32.6197,25.5635,1.0000e-12,0.1748,0.0027,7.8154,207.032,69.11028
102.963,6.8633,32.6202,25.5638,1.0000e-12,0.1755,0.0027,7.8164,206.96,69.08608
103.05,6.8608,32.6213,25.5651,1.0000e-12,0.1748,0.0026,7.8243,206.858,69.04871
103.141,6.8584,32.6214,25.5655,1.0000e-12,0.1755,0.0026,7.8207,206.53,68.93534
103.325,6.8586,32.6207,25.5649,1.0000e-12,0.1748,0.0026,7.8161,206.346,68.87381
103.552,6.8584,32.6207,25.5649,1.0000e-12,0.1748,0.0026,7.818,206.483,68.9195
103.673,6.8588,32.6204,25.5646,1.0000e-12,0.1603,0.0029,7.8217,206.587,68.95454
103.75,6.859,32.6203,25.5645,1.0000e-12,0.1549,0.003,7.8409,206.733,69.00351
103.963,6.8583,32.6202,25.5645,1.0000e-12,0.1748,0.0029,7.8358,206.905,69.06005
104.262,6.8605,32.6188,25.5632,1.0000e-12,0.1877,0.0028,7.8292,206.911,69.06466
104.468,6.8605,32.6196,25.5638,1.0000e-12,0.1717,0.003,7.9293,207.146,69.1437
104.598,6.8607,32.6192,25.5634,1.0000e-12,0.1549,0.0033,7.9501,207.267,69.18398
104.737,6.8582,32.6206,25.5648,1.0000e-12,0.158,0.0031,7.8594,207.289,69.18793
104.921,6.8567,32.621,25.5654,1.0000e-12,0.1633,0.0028,7.8601,207.072,69.11353
105.135,6.8562,32.6203,25.5649,1.0000e-12,0.1687,0.0028,7.8598,206.783,69.01576
105.339,6.8567,32.6202,25.5647,1.0000e-12,0.187,0.0029,7.8406,206.529,68.9319
105.495,6.8548,32.6215,25.566,1.0000e-12,0.1839,0.0029,7.8338,206.455,68.90491
105.643,6.8499,32.6235,25.5683,1.0000e-12,0.1549,0.003,7.8321,206.688,68.97563
105.846,6.8462,32.6255,25.5704,1.0000e-12,0.1549,0.003,7.8348,206.94,69.05504
106.08,6.8421,32.6274,25.5724,1.0000e-12,0.1626,0.0027,7.8381,207.178,69.12887
106.274,6.8398,32.6284,25.5734,1.0000e-12,0.1626,0.0027,7.8357,207.275,69.15822
106.454,6.8391,32.6284,25.5736,1.0000e-12,0.1557,0.0031,7.8347,207.041,69.07897
106.624,6.8385,32.6286,25.5738,1.0000e-12,0.1549,0.0031,7.8528,206.685,68.9592
106.747,6.8361,32.6303,25.5755,1.0000e-12,0.1702,0.0029,7.8551,206.516,68.89998
106.81,6.8355,32.6302,25.5755,1.0000e-12,0.1755,0.0028,7.8587,206.492,68.89106
106.846,6.8364,32.6291,25.5745,1.0000e-12,0.1679,0.0027,7.8604,206.761,68.98161
106.818,6.8398,32.6272,25.5725,1.0000e-12,0.1633,0.0026,7.8608,206.938,69.04501
106.747,6.8403,32.6272,25.5724,1.0000e-12,0.1633,0.0026,7.8561,206.89,69.02993
106.682,6.8423,32.6257,25.571,1.0000e-12,0.1626,0.0026,7.8527,206.852,69.01964
106.709,6.845,32.625,25.5701,1.0000e-12,0.1626,0.0026,7.8432,207.008,69.07568
106.801,6.842,32.6269,25.572,1.0000e-12,0.1626,0.0026,7.8442,207.291,69.16613
106.879,6.8398,32.628,25.5732,1.0000e-12,0.1687,0.0026,7.8443,207.534,69.24442
106.884,6.8384,32.6277,25.5731,1.0000e-12,0.187,0.0027,7.8732,207.738,69.31027
106.838,6.8419,32.6255,25.5709,1.0000e-12,0.1847,0.0026,7.873,207.784,69.32988
106.831,6.8456,32.6235,25.5688,1.0000e-12,0.1633,0.0025,7.8625,207.883,69.36764
106.891,6.8431,32.6257,25.5709,1.0000e-12,0.1633,0.0025,7.8648,207.891,69.36747
106.927,6.8441,32.6246,25.5699,1.0000e-12,0.1748,0.0026,7.865,207.732,69.31552
